EditFreq	WN_ef	WN_log	WNN_ef	WNN_log	Cum_WN_ef	Cum_WNN_ef
55	77	1.8864907251724818	40	1.6020599913279623	0.9633728493687818	0.977884456822471
56	71	1.8512583487190752	39	1.591064607026499	0.9646737636733422	0.9785990435531451
57	66	1.8195439355418688	39	1.591064607026499	0.965883064294483	0.9793136302838192
58	75	1.8750612633917	28	1.4471580313422192	0.9672572695457794	0.9798266669109699
59	59	1.7708520116421442	25	1.3979400086720377	0.9683383110101325	0.9802847353280686
60	94	1.9731278535996986	40	1.6020599913279623	0.9700606482584239	0.9810176447954266
61	73	1.863322860120456	32	1.505149978319906	0.9713982080363524	0.9816039723693131
62	83	1.919078092376074	25	1.3979400086720377	0.9729189951811202	0.9820620407864119
63	52	1.7160033436347992	27	1.4313637641589874	0.9738717774886857	0.9825567546768785
64	63	1.7993405494535817	30	1.4771212547196624	0.9750261098997747	0.9831064367773971
65	48	1.6812412373755872	30	1.4771212547196624	0.9759056012606043	0.9836561188779156
66	97	1.9867717342662448	29	1.462397997898956	0.9776829067189475	0.9841874782417502
67	43	1.6334684555795864	21	1.3222192947339193	0.9784707843963575	0.9845722557121132
68	51	1.7075701760979363	34	1.5314789170422551	0.9794052439672389	0.9851952287593675
69	43	1.6334684555795864	21	1.3222192947339193	0.9801931216446489	0.9855800062297305
70	47	1.6720978579357175	27	1.4313637641589874	0.9810542902687945	0.9860747201201971
71	49	1.6901960800285136	20	1.3010299956639813	0.9819521043663082	0.9864411748538762
72	38	1.5797835966168101	27	1.4313637641589874	0.9826483683602983	0.9869358887443429
73	40	1.6020599913279623	18	1.255272505103306	0.9833812778276564	0.987265698004654
74	32	1.505149978319906	28	1.4471580313422192	0.9839676054015428	0.9877787346318047
75	56	1.7481880270062005	40	1.6020599913279623	0.9849936786558441	0.9885116440991627
76	37	1.568201724066995	24	1.380211241711606	0.9856716199131502	0.9889513897795775
77	39	1.591064607026499	27	1.4313637641589874	0.9863862066438244	0.9894461036700442
78	42	1.6232492903979006	22	1.3424226808222062	0.9871557615845503	0.9898492038770911
79	29	1.462397997898956	11	1.0413926851582251	0.9876871209483848	0.9900507539806146
80	37	1.568201724066995	29	1.462397997898956	0.9883650622056911	0.9905821133444491
81	36	1.5563025007672873	17	1.2304489213782739	0.9890246807263133	0.9908935998680763
82	27	1.4313637641589874	27	1.4313637641589874	0.98951939461678	0.991388313758543
83	36	1.5563025007672873	14	1.146128035678238	0.9901790131374022	0.9916448320721183
84	38	1.5797835966168101	15	1.1760912590556813	0.9908752771313923	0.9919196731223776
85	28	1.4471580313422192	14	1.146128035678238	0.991388313758543	0.9921761914359529
86	26	1.414973347970818	21	1.3222192947339193	0.9918647049123257	0.9925609689063158
87	22	1.3424226808222062	18	1.255272505103306	0.9922678051193726	0.992890778166627
88	33	1.5185139398778875	21	1.3222192947339193	0.9928724554299431	0.99327555563699
89	19	1.2787536009528289	26	1.414973347970818	0.9932205874269381	0.9937519467907727
90	22	1.3424226808222062	21	1.3222192947339193	0.993623687633985	0.9941367242611356
91	18	1.255272505103306	20	1.3010299956639813	0.9939534968942961	0.9945031789948147
92	28	1.4471580313422192	15	1.1760912590556813	0.9944665335214468	0.994778020045074
93	31	1.4913616938342726	24	1.380211241711606	0.9950345383586493	0.9952177657254888
94	22	1.3424226808222062	13	1.1139433523068367	0.9954376385656962	0.9954559613023801
95	28	1.4471580313422192	16	1.2041199826559248	0.9959506751928469	0.9957491250893233
96	22	1.3424226808222062	21	1.3222192947339193	0.9963537753998938	0.9961339025596864
97	25	1.3979400086720377	26	1.414973347970818	0.9968118438169925	0.9966102937134691
98	19	1.2787536009528289	23	1.3617278360175928	0.9971599758139876	0.9970317166571999
99	18	1.255272505103306	34	1.5314789170422551	0.9974897850742988	0.9976546897044543
100	137	2.1367205671564067	60	1.7781512503836436	1.0	0.9987540539054913
